actor,benefactor,self-act,total-act,self-ratio
scholar,scholar,1,56,0.02
collection,collection,1,43,0.02
machine,machine,1,56,0.02
gouty,gouty,2,71,0.03
instrument,instrument,1,33,0.03
presence,presence,1,35,0.03
instant,instant,1,33,0.03
length,length,1,32,0.03
wonder,wonder,2,49,0.04
high,high,1,28,0.04
billet,billet,1,23,0.04
pomfret,pomfret,1,25,0.04
learning,learning,1,28,0.04
narrative,narrative,1,27,0.04
key,key,1,27,0.04
freelivers,freelivers,1,24,0.04
remorse,remorse,5,91,0.05
excuse,excuse,3,59,0.05
shame,shame,2,42,0.05
inexperience,inexperience,2,39,0.05
shakespeare,shakespeare,2,41,0.05
minute,minute,1,19,0.05
good,good,1,22,0.05
hadst,hadst,1,20,0.05
ay,ay,1,22,0.05
shouldst,shouldst,1,19,0.05
solicitude,solicitude,1,19,0.05
leave,leave,1,19,0.05
testament,testament,1,22,0.05
potion,potion,1,19,0.05
diversion,diversion,1,22,0.05
speaker,speaker,1,20,0.05
closet,closet,3,50,0.06
punctilio,punctilio,3,53,0.06
habitation,habitation,2,33,0.06
work,work,2,33,0.06
stair,stair,2,35,0.06
credit,credit,2,36,0.06
object,object,2,33,0.06
bear,bear,2,35,0.06
remembrance,remembrance,2,33,0.06
stone,stone,1,18,0.06
pang,pang,1,16,0.06
misunderstanding,misunderstanding,1,17,0.06
rinaldo,rinaldo,1,16,0.06
interposition,interposition,1,18,0.06
civility,civility,1,16,0.06
politeness,politeness,1,18,0.06
xxii,xxii,1,17,0.06
the,the,6,84,0.07
credulity,credulity,3,44,0.07
arrest,arrest,2,30,0.07
majesty,majesty,1,15,0.07
future,future,1,15,0.07
savage,savage,1,14,0.07
walton,walton,1,14,0.07
gospel,gospel,1,15,0.07
vermin,vermin,1,14,0.07
security,security,1,14,0.07
denial,denial,1,15,0.07
friendship,friendship,6,72,0.08
fear,fear,4,48,0.08
lawrance,lawrance,3,37,0.08
grandmother,grandmother,3,38,0.08
infernal,infernal,2,25,0.08
danger,danger,2,26,0.08
conqueror,conqueror,2,25,0.08
distinction,distinction,2,25,0.08
this,this,1,12,0.08
vii,vii,1,12,0.08
ix,ix,1,12,0.08
xxxix,xxxix,1,12,0.08
governess,governess,1,13,0.08
nuptials,nuptials,1,12,0.08
thursday,thursday,1,12,0.08
notice,notice,1,12,0.08
kin,kin,1,12,0.08
criticism,criticism,1,13,0.08
lecture,lecture,1,12,0.08
eulogy,eulogy,1,13,0.08
perquisite,perquisite,1,12,0.08
miser,miser,1,12,0.08
brixen,brixen,1,13,0.08
pulpit,pulpit,1,13,0.08
xv,xv,1,13,0.08
me,me,1,13,0.08
substance,substance,1,13,0.08
progress,progress,1,13,0.08
indignity,indignity,1,12,0.08
sketch,sketch,1,13,0.08
reader,reader,10,115,0.09
dost,dost,6,65,0.09
b,b,6,70,0.09
tragedy,tragedy,6,68,0.09
error,error,4,47,0.09
innocent,innocent,4,43,0.09
money,money,3,33,0.09
may,may,3,33,0.09
while,while,3,35,0.09
country,country,3,35,0.09
disorder,disorder,2,23,0.09
sign,sign,2,23,0.09
oughtest,oughtest,2,22,0.09
knowest,knowest,2,22,0.09
illness,illness,2,22,0.09
xxi,xxi,2,22,0.09
readiness,readiness,2,23,0.09
xl,xl,1,11,0.09
sportiveness,sportiveness,1,11,0.09
trick,trick,1,11,0.09
abhorrence,abhorrence,1,11,0.09
thorn,thorn,1,11,0.09
venerables,venerables,1,11,0.09
keeper,keeper,1,11,0.09
saint,saint,1,11,0.09
table,table,1,11,0.09
xi,xi,1,11,0.09
godmother,godmother,1,11,0.09
byron,byron,1,11,0.09
herd,herd,1,11,0.09
inducement,inducement,1,11,0.09
juan,juan,1,11,0.09
afternoon,afternoon,1,11,0.09
oh,oh,11,105,0.1
thyself,thyself,11,106,0.1
death,death,9,90,0.1
motif,motif,7,68,0.1
moment,moment,4,40,0.1
secret,secret,3,30,0.1
wickedness,wickedness,3,30,0.1
expectation,expectation,3,30,0.1
liver,liver,3,29,0.1
example,example,3,31,0.1
article,article,3,29,0.1
army,army,3,30,0.1
doctrine,doctrine,2,21,0.1
thousand,thousand,2,21,0.1
plenty,plenty,2,20,0.1
constitution,constitution,2,20,0.1
mallory,mallory,1,10,0.1
cowley,cowley,1,10,0.1
ours,ours,1,10,0.1
obligation,obligation,1,10,0.1
beast,beast,1,10,0.1
censurers,censurers,1,10,0.1
gentleness,gentleness,1,10,0.1
train,train,1,10,0.1
witness,witness,1,10,0.1
de,de,1,10,0.1
watchfulness,watchfulness,1,10,0.1
sat,sat,1,10,0.1
presumers,presumers,1,10,0.1
leman,leman,16,150,0.11
story,story,14,123,0.11
nay,nay,7,65,0.11
reconciliation,reconciliation,7,61,0.11
canst,canst,7,63,0.11
window,window,6,56,0.11
deal,deal,6,56,0.11
reporter,reporter,5,46,0.11
news,news,4,35,0.11
writing,writing,4,37,0.11
authority,authority,4,36,0.11
symmes,symmes,4,36,0.11
dish,dish,3,28,0.11
novelty,novelty,3,28,0.11
society,society,2,18,0.11
mate,mate,2,19,0.11
approbation,approbation,2,18,0.11
issue,issue,2,19,0.11
might,might,1,9,0.11
penitent,penitent,1,9,0.11
hill,hill,1,9,0.11
despair,despair,1,9,0.11
medicine,medicine,1,9,0.11
villanous,villanous,1,9,0.11
material,material,1,9,0.11
stratagem,stratagem,1,9,0.11
sentiment,sentiment,1,9,0.11
household,household,1,9,0.11
aversion,aversion,1,9,0.11
xxxiii,xxxiii,1,9,0.11
jest,jest,1,9,0.11
hour,hour,13,106,0.12
door,door,12,98,0.12
situation,situation,9,75,0.12
turn,turn,9,72,0.12
harlowes,harlowes,8,68,0.12
note,note,8,64,0.12
consideration,consideration,8,67,0.12
bachelor,bachelor,8,67,0.12
vanity,vanity,6,51,0.12
compare,compare,5,43,0.12
adversity,adversity,4,32,0.12
island,island,4,32,0.12
mullins,mullins,4,34,0.12
menace,menace,3,26,0.12
connivance,connivance,3,24,0.12
valuable,valuable,3,26,0.12
counsellor,counsellor,2,16,0.12
trust,trust,2,17,0.12
college,college,2,17,0.12
errand,errand,2,16,0.12
escape,escape,2,17,0.12
court,court,2,17,0.12
judith,judith,2,16,0.12
la,la,2,16,0.12
tour,tour,2,16,0.12
breaker,breaker,1,8,0.12
innocence,innocence,1,8,0.12
guard,guard,1,8,0.12
gift,gift,1,8,0.12
flatterer,flatterer,1,8,0.12
blossom,blossom,1,8,0.12
invitation,invitation,1,8,0.12
intimation,intimation,1,8,0.12
carter,carter,1,8,0.12
determination,determination,1,8,0.12
awkwardness,awkwardness,1,8,0.12
arrival,arrival,1,8,0.12
v,v,1,8,0.12
mercury,mercury,1,8,0.12
h,h,13,100,0.13
matter,matter,9,71,0.13
half,half,8,61,0.13
sun,sun,8,61,0.13
revenge,revenge,7,52,0.13
consequence,consequence,7,55,0.13
wyerley,wyerley,7,54,0.13
triumph,triumph,6,46,0.13
conduct,conduct,6,46,0.13
blessing,blessing,6,45,0.13
ceremony,ceremony,4,30,0.13
modesty,modesty,4,31,0.13
care,care,4,30,0.13
he,he,4,30,0.13
melvill,melvill,4,31,0.13
forbear,forbear,4,31,0.13
pity,pity,3,23,0.13
charm,charm,3,23,0.13
disgrace,disgrace,3,23,0.13
description,description,2,15,0.13
vixen,vixen,2,15,0.13
allegory,allegory,2,15,0.13
fit,fit,2,15,0.13
titus,titus,2,15,0.13
partner,partner,2,15,0.13
quality,quality,17,121,0.14
circumstance,circumstance,8,59,0.14
respect,respect,7,49,0.14
nation,nation,6,42,0.14
history,history,5,35,0.14
offer,offer,5,36,0.14
attention,attention,5,36,0.14
command,command,5,36,0.14
prohibition,prohibition,5,37,0.14
class,class,4,29,0.14
dozen,dozen,4,29,0.14
tea,tea,4,29,0.14
glory,glory,3,21,0.14
act,act,3,21,0.14
piety,piety,3,22,0.14
well,well,3,21,0.14
affection,affection,3,21,0.14
wouldest,wouldest,2,14,0.14
wine,wine,2,14,0.14
hearse,hearse,2,14,0.14
talk,talk,2,14,0.14
censure,censure,2,14,0.14
music,music,2,14,0.14
claim,claim,1,7,0.14
compassion,compassion,1,7,0.14
clerk,clerk,1,7,0.14
insolence,insolence,1,7,0.14
quarrel,quarrel,1,7,0.14
call,call,1,7,0.14
trembling,trembling,1,7,0.14
usedst,usedst,1,7,0.14
ankle,ankle,1,7,0.14
slip,slip,1,7,0.14
sentinel,sentinel,1,7,0.14
mile,mile,1,7,0.14
complaisance,complaisance,1,7,0.14
understanding,understanding,1,7,0.14
seneca,seneca,1,7,0.14
epictetus,epictetus,1,7,0.14
officious,officious,1,7,0.14
er,er,1,7,0.14
sorrow,sorrow,1,7,0.14
pox,pox,1,7,0.14
fop,fop,1,7,0.14
baseness,baseness,1,7,0.14
hath,hath,1,7,0.14
spark,spark,1,7,0.14
breath,breath,1,7,0.14
device,device,1,7,0.14
sky,sky,1,7,0.14
dover,dover,1,7,0.14
convenience,convenience,1,7,0.14
lace,lace,1,7,0.14
xix,xix,1,7,0.14
dependence,dependence,1,7,0.14
glare,glare,1,7,0.14
hart,hart,1,7,0.14
fairy,fairy,1,7,0.14
needle,needle,1,7,0.14
cold,cold,1,7,0.14
austria,austria,1,7,0.14
phrensy,phrensy,1,7,0.14
don,don,40,263,0.15
dear,dear,23,153,0.15
day,day,21,136,0.15
methinks,methinks,15,97,0.15
poet,poet,14,96,0.15
air,air,11,73,0.15
experience,experience,10,65,0.15
generosity,generosity,10,65,0.15
temper,temper,9,62,0.15
executor,executor,8,53,0.15
condition,condition,6,41,0.15
lodging,lodging,6,41,0.15
methought,methought,6,41,0.15
injury,injury,6,40,0.15
fire,fire,5,34,0.15
garden,garden,5,34,0.15
pocket,pocket,4,27,0.15
judgment,judgment,4,27,0.15
feast,feast,4,26,0.15
sum,sum,4,26,0.15
mightest,mightest,3,20,0.15
suit,suit,3,20,0.15
morrison,morrison,3,20,0.15
earnestness,earnestness,3,20,0.15
bearer,bearer,3,20,0.15
ruin,ruin,3,20,0.15
heroine,heroine,3,20,0.15
hearing,hearing,2,13,0.15
warmth,warmth,2,13,0.15
consciousness,consciousness,2,13,0.15
confession,confession,2,13,0.15
form,form,2,13,0.15
maiden,maiden,2,13,0.15
tenderness,tenderness,2,13,0.15
penetration,penetration,2,13,0.15
lvi,lvi,2,13,0.15
bible,bible,2,13,0.15
heaven,heaven,24,149,0.16
manner,manner,15,93,0.16
grief,grief,14,86,0.16
tony,tony,14,87,0.16
horton,horton,14,86,0.16
education,education,10,63,0.16
youth,youth,10,63,0.16
rake,rake,10,62,0.16
fault,fault,9,57,0.16
weakness,weakness,8,51,0.16
church,church,8,50,0.16
mennell,mennell,6,37,0.16
dryden,dryden,6,38,0.16
end,end,6,37,0.16
folly,folly,5,32,0.16
finger,finger,5,31,0.16
lot,lot,5,31,0.16
spy,spy,5,32,0.16
dairy,dairy,3,19,0.16
reverend,reverend,3,19,0.16
wilt,wilt,30,179,0.17
her,her,21,122,0.17
life,life,18,106,0.17
william,william,14,82,0.17
jenyns,jenyns,13,77,0.17
advantage,advantage,11,64,0.17
earth,earth,11,64,0.17
face,face,8,48,0.17
agent,agent,8,47,0.17
attempt,attempt,7,42,0.17
order,order,7,42,0.17
advice,advice,7,42,0.17
hartley,hartley,7,41,0.17
pray,pray,6,35,0.17
hypocrite,hypocrite,6,36,0.17
singleton,singleton,6,35,0.17
readier,readier,5,30,0.17
calamity,calamity,5,29,0.17
promise,promise,5,30,0.17
minister,minister,5,30,0.17
peace,peace,4,23,0.17
ear,ear,3,18,0.17
it,it,3,18,0.17
taste,taste,3,18,0.17
mortification,mortification,3,18,0.17
monday,monday,2,12,0.17
machination,machination,2,12,0.17
bishop,bishop,2,12,0.17
memory,memory,2,12,0.17
foundation,foundation,2,12,0.17
fever,fever,2,12,0.17
whose,whose,2,12,0.17
descendant,descendant,2,12,0.17
vocative,vocative,1,6,0.17
sufficiency,sufficiency,1,6,0.17
ability,ability,1,6,0.17
re,re,1,6,0.17
catalan,catalan,1,6,0.17
field,field,1,6,0.17
imposture,imposture,1,6,0.17
intellect,intellect,1,6,0.17
crowd,crowd,1,6,0.17
stomach,stomach,1,6,0.17
bottle,bottle,1,6,0.17
wing,wing,1,6,0.17
marplot,marplot,1,6,0.17
kindness,kindness,1,6,0.17
inconveniencies,inconveniencies,1,6,0.17
catastrophe,catastrophe,1,6,0.17
testator,testator,1,6,0.17
pus,pus,1,6,0.17
fall,fall,1,6,0.17
blood,blood,1,6,0.17
catholic,catholic,1,6,0.17
who,who,1,6,0.17
paroxysm,paroxysm,1,6,0.17
knight,knight,1,6,0.17
bid,bid,1,6,0.17
xx,xx,1,6,0.17
sunburnt,sunburnt,1,6,0.17
pier,pier,1,6,0.17
inconvenience,inconvenience,1,6,0.17
letter,letter,256,1392,0.18
time,time,42,229,0.18
occasion,occasion,27,146,0.18
lewen,lewen,23,126,0.18
way,way,20,114,0.18
townsend,townsend,13,73,0.18
trial,trial,12,66,0.18
reflection,reflection,12,68,0.18
apartment,apartment,10,56,0.18
motion,motion,8,44,0.18
talent,talent,7,38,0.18
endeavour,endeavour,7,39,0.18
opposition,opposition,7,38,0.18
compliance,compliance,6,33,0.18
play,play,5,28,0.18
wit,wit,5,28,0.18
fugitive,fugitive,4,22,0.18
success,success,3,17,0.18
anger,anger,3,17,0.18
villany,villany,3,17,0.18
want,want,3,17,0.18
cock,cock,3,17,0.18
reasoning,reasoning,3,17,0.18
handkerchief,handkerchief,2,11,0.18
saucy,saucy,2,11,0.18
feature,feature,2,11,0.18
provocation,provocation,2,11,0.18
ruddy,ruddy,2,11,0.18
lincoln,lincoln,2,11,0.18
frame,frame,2,11,0.18
happiness,happiness,2,11,0.18
honesty,honesty,2,11,0.18
unkindness,unkindness,2,11,0.18
smile,smile,2,11,0.18
tradesman,tradesman,2,11,0.18
betterton,betterton,2,11,0.18
xxiii,xxiii,2,11,0.18
christian,christian,2,11,0.18
charlotte,charlotte,44,232,0.19
martin,martin,40,211,0.19
dr,dr,37,199,0.19
dolly,dolly,23,120,0.19
enemy,enemy,18,94,0.19
dearest,dearest,16,85,0.19
step,step,15,80,0.19
almighty,almighty,13,70,0.19
bell,bell,13,67,0.19
request,request,9,48,0.19
measure,measure,9,47,0.19
piece,piece,8,43,0.19
ease,ease,7,37,0.19
wert,wert,6,32,0.19
copy,copy,6,32,0.19
fate,fate,6,31,0.19
contempt,contempt,5,27,0.19
alexander,alexander,5,27,0.19
alliance,alliance,5,26,0.19
degree,degree,5,26,0.19
guinea,guinea,4,21,0.19
margaret,margaret,4,21,0.19
desire,desire,4,21,0.19
assurance,assurance,4,21,0.19
fool,fool,3,16,0.19
glass,glass,3,16,0.19
mediation,mediation,3,16,0.19
morning,morning,3,16,0.19
hast,hast,3,16,0.19
hertfordshire,hertfordshire,3,16,0.19
thing,thing,67,328,0.2
one,one,64,324,0.2
joseph,joseph,51,255,0.2
tomlinson,tomlinson,43,211,0.2
charmer,charmer,36,177,0.2
brand,brand,26,129,0.2
nymph,nymph,19,94,0.2
passion,passion,19,94,0.2
mean,mean,17,85,0.2
kind,kind,16,79,0.2
nature,nature,15,76,0.2
joy,joy,12,59,0.2
treatment,treatment,11,55,0.2
return,return,11,56,0.2
pain,pain,10,50,0.2
doleman,doleman,9,45,0.2
arm,arm,9,44,0.2
choice,choice,8,41,0.2
tear,tear,8,40,0.2
passage,passage,8,40,0.2
patty,patty,7,35,0.2
age,age,5,25,0.2
mayest,mayest,5,25,0.2
providence,providence,5,25,0.2
pr,pr,5,25,0.2
lloyd,lloyd,5,25,0.2
vessel,vessel,4,20,0.2
bill,bill,4,20,0.2
ambrose,ambrose,4,20,0.2
malice,malice,3,15,0.2
harman,harman,3,15,0.2
sambre,sambre,3,15,0.2
entertainment,entertainment,3,15,0.2
guilt,guilt,3,15,0.2
dough,dough,2,10,0.2
oclock,oclock,2,10,0.2
anne,anne,2,10,0.2
anniversary,anniversary,2,10,0.2
hodges,hodges,2,10,0.2
complaint,complaint,2,10,0.2
indifference,indifference,2,10,0.2
domestic,domestic,2,10,0.2
fondness,fondness,2,10,0.2
fancy,fancy,2,10,0.2
bud,bud,2,10,0.2
nerve,nerve,1,5,0.2
fibre,fibre,1,5,0.2
williams,williams,1,5,0.2
cavil,cavil,1,5,0.2
plea,plea,1,5,0.2
mistiness,mistiness,1,5,0.2
chin,chin,1,5,0.2
whining,whining,1,5,0.2
persecutor,persecutor,1,5,0.2
our,our,1,5,0.2
gang,gang,1,5,0.2
livery,livery,1,5,0.2
iv,iv,1,5,0.2
tameness,tameness,1,5,0.2
rejection,rejection,1,5,0.2
amends,amends,1,5,0.2
simpleton,simpleton,1,5,0.2
station,station,1,5,0.2
cleaver,cleaver,1,5,0.2
fainting,fainting,1,5,0.2
arriage,arriage,1,5,0.2
verse,verse,1,5,0.2
stream,stream,1,5,0.2
parliament,parliament,1,5,0.2
beachcroft,beachcroft,1,5,0.2
whole,whole,1,5,0.2
toupets,toupets,1,5,0.2
justification,justification,1,5,0.2
wrestler,wrestler,1,5,0.2
barbarian,barbarian,1,5,0.2
stinginess,stinginess,1,5,0.2
acquiescence,acquiescence,1,5,0.2
propriety,propriety,1,5,0.2
misrepresentation,misrepresentation,1,5,0.2
instigation,instigation,1,5,0.2
ambition,ambition,1,5,0.2
draught,draught,1,5,0.2
winter,winter,1,5,0.2
penury,penury,1,5,0.2
oons,oons,1,5,0.2
aving,aving,1,5,0.2
condescend,condescend,1,5,0.2
equipage,equipage,1,5,0.2
designer,designer,1,5,0.2
thou,thou,275,1292,0.21
m,m,186,868,0.21
madam,madam,184,869,0.21
child,child,76,358,0.21
virtue,virtue,60,292,0.21
niceness,niceness,33,155,0.21
nurse,nurse,32,151,0.21
conversation,conversation,18,87,0.21
beauty,beauty,12,57,0.21
mabell,mabell,12,58,0.21
thought,thought,11,53,0.21
year,year,10,47,0.21
rest,rest,10,47,0.21
sort,sort,8,38,0.21
business,business,7,34,0.21
bed,bed,7,33,0.21
instance,instance,6,29,0.21
hint,hint,6,29,0.21
robin,robin,6,28,0.21
style,style,5,24,0.21
lesson,lesson,5,24,0.21
roman,roman,5,24,0.21
compliment,compliment,4,19,0.21
superiority,superiority,4,19,0.21
delight,delight,4,19,0.21
hampstead,hampstead,4,19,0.21
course,course,4,19,0.21
sunday,sunday,4,19,0.21
officer,officer,4,19,0.21
dress,dress,4,19,0.21
dream,dream,3,14,0.21
favourite,favourite,3,14,0.21
captain,captain,185,830,0.22
art,art,44,203,0.22
sarah,sarah,33,153,0.22
part,part,25,115,0.22
gentlewoman,gentlewoman,22,98,0.22
favour,favour,22,98,0.22
wench,wench,21,96,0.22
ladyship,ladyship,20,93,0.22
resolution,resolution,20,91,0.22
intelligence,intelligence,17,79,0.22
merit,merit,17,76,0.22
night,night,13,60,0.22
effect,effect,11,51,0.22
mischief,mischief,10,46,0.22
wilson,wilson,10,45,0.22
method,method,10,45,0.22
light,light,9,41,0.22
col,col,9,41,0.22
faculty,faculty,8,36,0.22
lip,lip,5,23,0.22
charity,charity,5,23,0.22
imagination,imagination,5,23,0.22
being,being,5,23,0.22
purity,purity,4,18,0.22
humour,humour,4,18,0.22
month,month,4,18,0.22
dignity,dignity,4,18,0.22
waiter,waiter,4,18,0.22
motive,motive,4,18,0.22
esteem,esteem,4,18,0.22
crown,crown,2,9,0.22
no,no,2,9,0.22
public,public,2,9,0.22
deceiver,deceiver,2,9,0.22
quarter,quarter,2,9,0.22
grove,grove,2,9,0.22
acquisition,acquisition,2,9,0.22
wherefore,wherefore,2,9,0.22
jack,jack,89,393,0.23
lordship,lordship,61,266,0.23
author,author,56,246,0.23
niece,niece,51,218,0.23
nothing,nothing,42,185,0.23
honour,honour,37,161,0.23
pride,pride,31,133,0.23
fortune,fortune,24,106,0.23
cause,cause,23,100,0.23
master,master,21,91,0.23
spouse,spouse,17,73,0.23
present,present,16,70,0.23
lover,lover,15,66,0.23
goddard,goddard,15,66,0.23
chamber,chamber,12,53,0.23
settlement,settlement,12,52,0.23
writer,writer,12,52,0.23
queen,queen,9,40,0.23
terror,terror,9,40,0.23
rowe,rowe,9,39,0.23
appearance,appearance,7,30,0.23
principle,principle,7,30,0.23
vice,vice,7,31,0.23
ship,ship,7,31,0.23
humility,humility,6,26,0.23
mouth,mouth,5,22,0.23
novice,novice,5,22,0.23
shock,shock,3,13,0.23
king,king,3,13,0.23
sadleir,sadleir,3,13,0.23
montague,montague,59,247,0.24
son,son,46,189,0.24
apothecary,apothecary,40,169,0.24
messenger,messenger,34,139,0.24
bevis,bevis,31,127,0.24
company,company,23,96,0.24
visit,visit,21,88,0.24
mine,mine,20,82,0.24
harry,harry,19,80,0.24
arabella,arabella,18,74,0.24
his,his,17,72,0.24
hereupon,hereupon,16,67,0.24
esq,esq,15,63,0.24
behaviour,behaviour,14,58,0.24
action,action,12,51,0.24
purpose,purpose,12,51,0.24
england,england,9,37,0.24
rascal,rascal,9,37,0.24
message,message,8,33,0.24
acquaintance,acquaintance,7,29,0.24
consent,consent,7,29,0.24
kitty,kitty,7,29,0.24
expedient,expedient,6,25,0.24
bosom,bosom,6,25,0.24
wisdom,wisdom,6,25,0.24
value,value,5,21,0.24
observation,observation,5,21,0.24
patience,patience,5,21,0.24
she,she,4,17,0.24
reading,reading,4,17,0.24
bounty,bounty,4,17,0.24
condescension,condescension,4,17,0.24
aspect,aspect,4,17,0.24
pandora,pandora,4,17,0.24
belford,belford,249,1006,0.25
family,family,205,835,0.25
aunt,aunt,175,696,0.25
james,james,133,539,0.25
antony,antony,99,389,0.25
husband,husband,77,302,0.25
devil,devil,74,293,0.25
john,john,70,279,0.25
polly,polly,44,176,0.25
nobody,nobody,41,167,0.25
town,town,32,126,0.25
morrow,morrow,20,81,0.25
tuesday,tuesday,15,60,0.25
voice,voice,12,48,0.25
concern,concern,7,28,0.25
self,self,7,28,0.25
curse,curse,6,24,0.25
seat,seat,5,20,0.25
impression,impression,5,20,0.25
question,question,5,20,0.25
inn,inn,4,16,0.25
knee,knee,4,16,0.25
gaiety,gaiety,4,16,0.25
management,management,3,12,0.25
independence,independence,3,12,0.25
indisposition,indisposition,3,12,0.25
affliction,affliction,3,12,0.25
expostulation,expostulation,3,12,0.25
religion,religion,3,12,0.25
intercession,intercession,3,12,0.25
fain,fain,3,12,0.25
veneration,veneration,3,12,0.25
custom,custom,3,12,0.25
hunter,hunter,3,12,0.25
implacables,implacables,2,8,0.25
heath,heath,2,8,0.25
white,white,2,8,0.25
bank,bank,2,8,0.25
dislike,dislike,2,8,0.25
jewel,jewel,2,8,0.25
discovery,discovery,2,8,0.25
obedience,obedience,2,8,0.25
flutter,flutter,2,8,0.25
manteau,manteau,2,8,0.25
solemnity,solemnity,2,8,0.25
placability,placability,2,8,0.25
lenity,lenity,2,8,0.25
grave,grave,2,8,0.25
gallantry,gallantry,2,8,0.25
hater,hater,2,8,0.25
hall,hall,2,8,0.25
augur,augur,2,8,0.25
edward,edward,2,8,0.25
holden,holden,2,8,0.25
familiarity,familiarity,1,4,0.25
maturity,maturity,1,4,0.25
hatred,hatred,1,4,0.25
fame,fame,1,4,0.25
pin,pin,1,4,0.25
yew,yew,1,4,0.25
hedge,hedge,1,4,0.25
freckle,freckle,1,4,0.25
intimate,intimate,1,4,0.25
confessionaire,confessionaire,1,4,0.25
following,following,1,4,0.25
parchment,parchment,1,4,0.25
reward,reward,1,4,0.25
margery,margery,1,4,0.25
school,school,1,4,0.25
invective,invective,1,4,0.25
generality,generality,1,4,0.25
stop,stop,1,4,0.25
rape,rape,1,4,0.25
workwoman,workwoman,1,4,0.25
gridiron,gridiron,1,4,0.25
cloth,cloth,1,4,0.25
capt,capt,1,4,0.25
pollard,pollard,1,4,0.25
reliance,reliance,1,4,0.25
warning,warning,1,4,0.25
packet,packet,1,4,0.25
nag,nag,1,4,0.25
apology,apology,1,4,0.25
interrogatory,interrogatory,1,4,0.25
diver,diver,1,4,0.25
skin,skin,1,4,0.25
unction,unction,1,4,0.25
warrant,warrant,1,4,0.25
antiquity,antiquity,1,4,0.25
worthiness,worthiness,1,4,0.25
destroyer,destroyer,1,4,0.25
hound,hound,1,4,0.25
waste,waste,1,4,0.25
trifle,trifle,1,4,0.25
disfavour,disfavour,1,4,0.25
tail,tail,1,4,0.25
injustice,injustice,1,4,0.25
indie,indie,1,4,0.25
reproach,reproach,1,4,0.25
mite,mite,1,4,0.25
critic,critic,1,4,0.25
trooper,trooper,1,4,0.25
rival,rival,1,4,0.25
homer,homer,1,4,0.25
fervour,fervour,1,4,0.25
rich,rich,1,4,0.25
persuasion,persuasion,1,4,0.25
reptile,reptile,1,4,0.25
inconsideration,inconsideration,1,4,0.25
hesitation,hesitation,1,4,0.25
tendency,tendency,1,4,0.25
rcas,rcas,1,4,0.25
demand,demand,1,4,0.25
storm,storm,1,4,0.25
contriver,contriver,1,4,0.25
miss,miss,850,3322,0.26
uncle,uncle,302,1171,0.26
lord,lord,285,1105,0.26
colonel,colonel,216,835,0.26
morden,morden,210,813,0.26
